Realization of event times (column 1) and marks (column 2) generated via the time-scaling algorithm
42.8	1
45.95	1
47.5	1
65.9	1
78.35	1
85.05	1
94.35	1
101.45	1
123.35	1
137.3	1
139.35	1
140.7	1
150.75	1
155.85	1
163.45	1
165.9	1
166.35	1
166.5	1
166.8	1
167.1	1
168.95	1
169.35	1
181.6	1
182.6	1
186.35	1
190.9	1
192.15	1
193.5	1
195.8	1
200.45	1
200.85	1
205.4	1
216.55	1
217	1
217.75	1
219.45	1
225.9	1
226.6	1
227.65	1
229.5	1
230.95	1
234.5	1
239.6	1
251	1
256.15	1
259.45	1
271.2	1
274.75	1
277.4	1
284.45	1
289.35	1
293.05	1
298.2	1
300.15	1
306.25	1
310.75	1
315.45	1
316.65	1
317.85	1
318.55	1
323.55	1
337.35	1
346.7	1
365.3	1
371.15	1
371.45	1
381.3	1
381.45	1
382.95	1
390.65	1
391	1
400.4	1
402.5	1
405.25	1
410.15	1
411.95	1
417.65	1
430.5	1
433.7	1
440.4	1
443.75	1
451.8	1
459.6	1
478.55	1
482.8	1
497.4	1
498.85	1
500	1
511.05	1
512.3	1
524.65	1
528.35	1
530.85	1
535.2	1
538.45	1
556.95	1
575.35	1
575.65	1
576.25	1
584.85	1
603.05	1
605.25	1
612.8	1
669.7	1
721.55	1
733.1	1
733.15	1
740.9	1
743.5	1
757.5	1
768.7	1
774.2	1
811.45	1
844.5	1
874.55	1
895.15	1
895.5	1
903.8	1
907.75	1
921.7	1
926.3	1
943.05	1
951.65	1
965.85	1
975.4	1
985.6	1
1000.5	1
1004.7	1
1011.5	1
1019.1	1
1021.4	1
1030.6	1
1062.7	1
1064.45	1
1072	1
1078.2	1
1082.1	1
1082.35	1
1083.25	1
1096.75	1
1103.45	1
1131.7	1
1165.7	1
1175.15	1
1196.8	1
1198.6	1
1199.8	1
1209.25	1
1237.45	1
1240.5	1
1241.5	1
1250.45	1
1263.15	1
1282.2	1
1290.45	1
1290.65	1
1315.05	1
1323	1
1324.9	1
1330.9	1
1347.15	1
1354.9	1
1356.1	1
1381.95	1
1401.2	1
1406.05	1
1410.1	1
1417.45	1
1419.05	1
1433.05	1
1435.75	1
1457.6	1
1466.4	1
1470.35	1
1510.55	1
1512.9	1
1519.6	1
1520.25	1
1529.2	1
1529.45	1
1529.85	1
1544.45	1
1546.85	1
1550.55	1
1556.65	1
1562.2	1
1568.2	1
1571.15	1
1576.4	1
1581	1
1586.8	1
1586.95	1
1589.45	1
1596.95	1
1607.3	1
1608.2	1
1613.2	1
1617.6	1
1631.85	1
1632.4	1
1634.4	1
1640.05	1
1647.15	1
1649.75	1
1650.45	1
1651.3	1
1656.9	1
1658.7	1
1659.6	1
1674.45	1
1683.8	1
1686.2	1
1702.65	1
1709.05	1
1713.6	1
1716.85	1
1738.15	1
1752.7	1
1758.5	1
1783.75	1
1791.95	1
1795.1	1
1795.45	1
1808.45	1
1810	1
1838.8	1
1843.8	1
1857.6	1
1862.05	1
1868.55	1
1875.1	1
1918.8	1
1919.45	1
1935.65	1
1949.75	1
1967.35	1
1970.15	1
1990.05	1
1995.1	1
2012.65	1
2026.25	1
2036.9	1
2045.75	1
2051.7	1
2069.35	1
2074.25	1
2090.85	1
2120.9	1
2124.5	1
2126.7	1
2139.65	1
2142.3	1
2171.7	1
2179.65	1
2186.6	1
2207.4	1
2220.6	1
2222.25	1
2231.25	1
2231.7	1
2233.7	1
2243.85	1
2253.65	1
2265.75	1
2271.4	1
2274.75	1
2282	1
2285.1	1
2295.3	1
2317.95	1
2318.45	1
2322.6	1
2329.75	1
2331.25	1
2332.55	1
2335.65	1
2337.5	1
2337.8	1
2340.15	1
2342	1
2342.9	1
2353.85	1
2354.65	1
2361.45	1
2364.55	1
2372.95	1
2378.15	1
2387.5	1
2392.65	1
2395.55	1
2396.3	1
2397.95	1
2402.8	1
2405.2	1
2410.25	1
2422.45	1
2432.15	1
2434.65	1
2436.15	1
2440.6	1
2441.3	1
2441.6	1
2447.35	1
2451.45	1
2475.7	1
2483.9	1
2486.5	1
2487	1
2522.85	1
2535.9	1
2537.3	1
2549.95	1
2550.6	1
2562.15	1
2573.4	1
2583.35	1
2596	1
2602.3	1
2611.3	1
2612.05	1
2612.7	1
2624.85	1
2632.3	1
2651.45	1
2677.5	1
2681.45	1
2693.95	1
2700.9	1
2702.2	1
2703.15	1
2715.2	1
2717	1
2737.6	1
2742.3	1
2747.6	1
2752.65	1
2766.5	1
2768.2	1
2800.05	1
2821.3	1
2826.65	1
2831.1	1
2837.8	1
2838.95	1
2846.4	1
2854	1
2854.75	1
2859.75	1
2867.8	1
2868.85	1
2870.4	1
2880.45	1
2883.1	1
2888.8	1
2892.75	1
2897.65	1
2921.25	1
2923.25	1
2961.25	1
2973.15	1
3000.1	1
3009.3	1
3031.2	1
3059.15	1
